name_of_dish,ingredients,preparation_time,cooking_time,course,cuisine_state,method,url,flavour_type
Mili Jhuli Sabzi,"lotus stem, carrot, peas, potato, onion, yogurt, garam masala, oil, salt",20 minutes,30 minutes,Main Course,Kashmir,"Cut all vegetables including lotus stem, turnip and cauliflower. | Heat oil or ghee and add whole spices. | Add onion and cook until golden. | Add ginger-garlic paste and spices. | Add all vegetables and mix well. | Add yogurt and cook until oil separates. | Simmer until vegetables are tender.",https://www.vegrecipesofindia.com/wp-content/uploads/mili-jhuli-sabzi-recipe.jpg,Mild & Savory
Nadru Yakhni,"lotus stem, yogurt, fennel powder, ginger powder, asafoetida, cardamom, cloves, ghee, salt",15 minutes,30 minutes,Main Course,Kashmir,Peel lotus stem and cut into slices. | Prepare yakhni stock by boiling water with whole spices. | Cook lotus stem in the spiced stock until tender. | Make yogurt sauce with fennel powder and dry ginger. | Mix yogurt with lotus stem and stock. | Heat ghee and add whole spices for tempering. | Pour tempering and simmer gently without boiling yogurt.,https://www.vegrecipesofindia.com/wp-content/uploads/nadru-yakhni-recipe.jpg,Aromatic & Mild
Haakh,"knol-khol greens (haakh), mustard oil, dry red chilli, asafoetida, salt",10 minutes,20 minutes,Main Course,Kashmir,Wash haakh leaves thoroughly. | Heat mustard oil in a pan until smoking point. | Add asafoetida and whole red chillies. | Add the washed haakh leaves and mix. | Add salt and a little water. | Cover and cook on low flame until tender. | Serve with rice as part of a Kashmiri meal.,https://www.vegrecipesofindia.com/wp-content/uploads/haakh-recipe.jpg,Earthy & Pungent
Rajasthani Gatta Curry,"besan gatta, yogurt, onion, tomato, garam masala, cumin, oil, salt",20 minutes,40 minutes,Main Course,Rajasthan,Make besan gattas by kneading besan with spices and oil. | Roll into cylinders and boil in water until firm. | Cut into pieces when cooled. | Prepare yogurt-based gravy with onion and spices. | Heat oil and cook onion paste until golden. | Add yogurt and spices and cook. | Add gatta pieces and simmer until gravy coats them well.,https://www.vegrecipesofindia.com/wp-content/uploads/gatta-curry-recipe.jpg,Tangy & Savory
Methi Matar Malai,"fenugreek leaves, green peas, cream, onion, cashews, ginger, garlic, garam masala, oil, salt",15 minutes,25 minutes,Main Course,North Indian,"Saut̩ onion and garlic. | Add cashew paste and cook. | Add methi leaves and peas. | Add cream, spices and simmer. | Serve with paratha or naan.",https://www.vegrecipesofindia.com/wp-content/uploads/methi-matar-malai-recipe.jpg,Creamy & Mild
Aloo Methi Paratha,"wheat flour, potato, fresh fenugreek, green chilli, ginger, ajwain, oil, salt",20 minutes,20 minutes,Breakfast,Punjab,"Mash potato with methi, green chilli, ginger and spices. | Make wheat flour dough. | Stuff and roll into parathas. | Cook on tawa with oil until golden. | Serve with curd and pickle.",https://www.vegrecipesofindia.com/wp-content/uploads/aloo-methi-paratha-recipe.jpg,Spiced & Savory
Sindhi Kadhi,"besan, vegetables (drumstick, potato, lotus stem), mustard seeds, fenugreek, tamarind, dry red chilli, oil, salt",15 minutes,35 minutes,Main Course,Sindh,"Dry roast besan until golden and aromatic. | Heat oil and add mustard seeds and curry leaves. | Add the roasted besan and cook well. | Add water gradually stirring to avoid lumps. | Add tamarind water, turmeric and spices. | Add vegetables like drumstick and tomato. | Simmer until thick and vegetables are cooked.",https://www.vegrecipesofindia.com/wp-content/uploads/sindhi-kadhi-recipe.jpg,Tangy & Hearty
Sai Bhaji,"spinach, chana dal, potato, tomato, onion, garlic, cumin, turmeric, oil, salt",15 minutes,30 minutes,Main Course,Sindh,"Cook chana dal until soft. | Saut̩ onion, garlic and spices. | Add tomato, potato and spinach. | Mix with dal and pressure cook. | Mash lightly and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/sai-bhaji-recipe.jpg,Earthy & Savory
Tisi Ki Chutney,"flaxseeds, dry red chilli, garlic, tamarind, salt",10 minutes,5 minutes,Condiment,Jharkhand,"Dry roast flaxseeds until fragrant. | Grind with dry red chilli, garlic and tamarind. | Add salt and pulse. | Serve with rice and dal.",https://www.vegrecipesofindia.com/wp-content/uploads/tisi-chutney-recipe.jpg,Nutty & Tangy
Chilka Roti,"rice flour, urad dal, salt, water, oil",4 hours (soaking),15 minutes,Breakfast,Jharkhand,Mix rice flour and urad dal flour in equal proportion. | Add salt and water to make a thick batter. | Heat an iron tawa and grease with oil. | Pour a ladleful of batter and spread into a circle. | Cook covered on medium flame until done. | Flip and cook briefly on other side. | Serve hot with chutney or dal.,https://www.vegrecipesofindia.com/wp-content/uploads/chilka-roti-recipe.jpg,Mild & Savory
Rugra Sabzi,"wild mushrooms (rugra), onion, tomato, turmeric, green chilli, mustard oil, salt",10 minutes,20 minutes,Main Course,Jharkhand,"Clean mushrooms thoroughly. | Heat mustard oil until smoking. | Add onion and cook. | Add tomatoes, turmeric and chilli. | Add mushrooms and cook until tender. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/rugra-sabzi-recipe.jpg,Earthy & Savory
Bamboo Shoot Curry,"bamboo shoots, onion, tomato, green chilli, ginger, turmeric, oil, salt",30 minutes,25 minutes,Main Course,Meghalaya,Boil bamboo shoots in salted water and drain to remove bitterness. | Heat oil and add dried red chillies and onion. | Cook until onion is golden brown. | Add ginger-garlic paste and tomato. | Add spices and cook until oil separates. | Add bamboo shoots and mix well. | Simmer with water until gravy thickens.,https://www.vegrecipesofindia.com/wp-content/uploads/bamboo-shoot-curry-recipe.jpg,Earthy & Mild
Jadoh,"red rice, onion, ginger, garlic, turmeric, black pepper, bay leaf, oil, salt",10 minutes,30 minutes,Main Course,Meghalaya,"Saut̩ onion, ginger and garlic in oil. | Add spices and rice. | Add water and cook until rice is done. | Season and serve as the traditional Khasi dish.",https://www.vegrecipesofindia.com/wp-content/uploads/jadoh-recipe.jpg,Earthy & Savory
Doh Khlieh,"boiled potato, onion, green chilli, ginger, lemon juice, salt, coriander",15 minutes,0 minutes,Salad,Meghalaya,"Cube boiled potatoes. | Mix with finely chopped onion, green chilli and ginger. | Add lemon juice and salt. | Toss well. | Garnish with coriander. | Serve as salad.",https://www.vegrecipesofindia.com/wp-content/uploads/doh-khlieh-recipe.jpg,Tangy & Fresh
Ngam Bitter,"bitter melon, onion, tomato, green chilli, ginger, turmeric, mustard oil, salt",10 minutes,20 minutes,Main Course,Manipur,"Slice bitter melon thinly. | Heat mustard oil and fry onion. | Add ginger, tomatoes and spices. | Add bitter melon and cook. | Stir well and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/ngam-bitter-recipe.jpg,Bitter & Savory
Eromba,"fermented fish (replaced with boiled potato/veg for veg version), green chilli, garlic, mustard oil, coriander, salt",10 minutes,15 minutes,Main Course,Manipur,Boil mixed vegetables like potato and yam until tender. | Mash vegetables coarsely. | Dry roast dried red chillies until charred. | Grind with fermented ingredients and salt. | Mix the ground paste into mashed vegetables. | Add mustard oil and mix well. | Serve as a side dish with rice.,https://www.vegrecipesofindia.com/wp-content/uploads/eromba-recipe.jpg,Pungent & Savory
Iromba,"boiled mixed vegetables, fermented soybean paste, roasted green chilli, garlic, onion, oil, salt",15 minutes,15 minutes,Main Course,Manipur,Boil mixed vegetables until soft and mash coarsely. | Dry roast dried red chillies and grind to powder. | Mix chilli powder with fermented soybean paste. | Combine with mashed vegetables. | Add mustard oil and salt. | Mix in chopped green onion. | Serve as a side with steamed rice.,https://www.vegrecipesofindia.com/wp-content/uploads/iromba-recipe.jpg,Pungent & Earthy
Zan,"maize flour, water, salt, chilli",5 minutes,15 minutes,Main Course,Mizoram,Bring water to a boil in a heavy pot. | Slowly add maize flour while stirring continuously. | Stir vigorously to prevent lumps. | Cook on low flame for 20-25 minutes stirring often. | The mixture should become very thick and pull away from sides. | Cover and rest for 5 minutes. | Serve with dal or chutney.,https://www.vegrecipesofindia.com/wp-content/uploads/zan-recipe.jpg,Mild & Earthy
Vawksa Rep,"vegetables (bamboo shoot, beans), ginger, garlic, green chilli, oil, salt",15 minutes,20 minutes,Main Course,Mizoram,"Chop all vegetables. | Saut̩ ginger, garlic and chilli. | Add vegetables and toss. | Cook until tender and fragrant. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/vawksa-rep-veg-recipe.jpg,Light & Savory
Anishi,"taro leaves, dried yam, spices, oil, salt",20 minutes,30 minutes,Main Course,Nagaland,Boil taro leaves and squeeze out water thoroughly. | Dry and ferment the cooked leaves for a few days. | Break the fermented leaves into pieces. | Cook in water with spices until soft. | Add salt and green chilli. | Heat oil and add tempering spices. | Pour over and serve with rice.,https://www.vegrecipesofindia.com/wp-content/uploads/anishi-recipe.jpg,Earthy & Savory
Galho,"rice, assorted vegetables, ginger, garlic, axone (fermented soybean), oil, salt",15 minutes,30 minutes,Main Course,Nagaland,"Cook rice until mushy. | Saut̩ ginger, garlic. | Add vegetables and axone. | Mix with rice and cook together. | Serve as a wholesome porridge.",https://www.vegrecipesofindia.com/wp-content/uploads/galho-recipe.jpg,Hearty & Pungent
Pika Pila,"bamboo shoots, king chilli, fermented fish (veg version uses seasoning), garlic, oil, salt",20 minutes,20 minutes,Side Dish,Nagaland,Clean tender bamboo shoots thoroughly. | Slice into thin pieces. | Mix with salt and fermented paste. | Allow to pickle for at least 2-3 days. | The sourness will develop naturally. | Serve as a condiment or side dish. | Can be eaten fresh or after fermenting.,https://www.vegrecipesofindia.com/wp-content/uploads/pika-pila-recipe.jpg,Fiery & Pungent
Masor Tenga,"vegetables (potato, tomato, drumstick), lemon, turmeric, mustard seeds, dry red chilli, oil, salt",10 minutes,25 minutes,Main Course,Assam,"Lightly fry potato and vegetables in mustard oil. | Heat more oil and add mustard seeds. | Add tomato, green chilli and turmeric. | Add fried vegetables and water. | Simmer for 10 minutes. | Add lemon or tomato for sour taste. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/masor-tenga-veg-recipe.jpg,Sour & Light
Khar,"raw papaya, raw banana peel ash (khar), mustard seeds, ginger, salt",15 minutes,20 minutes,Main Course,Assam,Strain water through dried banana skin ash to get alkaline khar water. | Peel raw papaya and cut into pieces. | Cook papaya in khar water on low flame. | Add mustard oil and green chilli. | Season with salt. | Cook until papaya is completely soft. | Serve as a starter course in Assamese meal.,https://www.vegrecipesofindia.com/wp-content/uploads/khar-recipe.jpg,Mildly Alkaline & Earthy
Poita Bhat,"cooked rice, water, mustard oil, onion, green chilli, salt",8 hours (fermentation),0 minutes,Main Course,Assam,"Soak cooked rice in water overnight until slightly fermented. | Drain partially. | Add mustard oil, chopped onion, green chilli and salt. | Mix and serve at room temperature.",https://www.vegrecipesofindia.com/wp-content/uploads/poita-bhat-recipe.jpg,Sour & Cooling
Ou Tenga Diya Aloo Pitika,"elephant apple, potato, mustard oil, onion, green chilli, salt",10 minutes,15 minutes,Side Dish,Assam,"Boil potato and mash. | Cook elephant apple until soft. | Mix both with mustard oil, onion and chilli. | Blend roughly. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/ou-tenga-aloo-pitika-recipe.jpg,Sour & Savory
Paro Manxo (Veg),"mixed vegetables, dried red chilli, garlic, ginger, mustard oil, salt",10 minutes,20 minutes,Main Course,Sikkim,Chop mixed vegetables into bite-sized pieces. | Heat oil and add whole spices. | Add onion and cook until golden. | Add ginger-garlic paste and tomato. | Cook until masala is well done. | Add vegetables and mix to coat. | Simmer with water until vegetables are tender.,https://www.vegrecipesofindia.com/wp-content/uploads/paro-manxo-veg-recipe.jpg,Pungent & Savory
Gundruk Ko Jhol,"dried fermented greens (gundruk), potato, tomato, green chilli, garlic, turmeric, oil, salt",30 minutes (soaking),20 minutes,Main Course,Sikkim,Soak dried fermented gundruk in water for 30 minutes. | Heat oil and add garlic and ginger. | Add onion and cook until soft. | Add tomato and green chilli. | Add soaked gundruk and fry briefly. | Add water and simmer for 15 minutes. | Season and serve with rice.,https://www.vegrecipesofindia.com/wp-content/uploads/gundruk-ko-jhol-recipe.jpg,Sour & Earthy
Dalle Khursani Pickle,"round red chilli (dalle), garlic, lemon juice, salt",15 minutes,0 minutes,Condiment,Sikkim,"Wash round red Dalle chillies and slit slightly. | Heat mustard oil until smoking and cool slightly. | Add crushed garlic, ginger and salt. | Mix in the chillies and fermented ingredients. | Add lemon juice and mix well. | Allow to marinate for 2-3 days. | Serve as a fiery condiment.",https://www.vegrecipesofindia.com/wp-content/uploads/dalle-khursani-pickle-recipe.jpg,Fiery & Tangy
Sel Roti,"rice flour, banana, sugar, cardamom, fennel, ghee, oil",2 hours (resting),20 minutes,Breakfast,Sikkim / Nepal,"Mix rice flour with banana, sugar and spices. | Add water to form thick batter. | Pour in ring shapes into hot oil. | Deep fry until golden and crisp. | Serve as festive snack.",https://www.vegrecipesofindia.com/wp-content/uploads/sel-roti-recipe.jpg,Sweet & Crispy
Chhurpi Soup,"dried chhurpi (yak cheese - veg substitute: paneer), vegetables, garlic, ginger, green chilli, broth, salt",30 minutes (soaking chhurpi),25 minutes,Soup,Sikkim,"Soak dried chhurpi until softened. | Simmer in vegetable broth. | Add garlic, ginger and chilli. | Add vegetables and cook. | Season and serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/chhurpi-soup-recipe.jpg,Savory & Hearty
Gyathuk,"noodles, vegetables, garlic, ginger, soy sauce, broth, green chilli, coriander, oil, salt",10 minutes,20 minutes,Soup,Sikkim,Cook noodles in boiling water until tender and drain. | Prepare clear vegetable broth with spices. | Chop vegetables and simmer in broth. | Add noodles to the broth. | Season with salt and soy sauce. | Add chopped spring onions and coriander. | Serve hot in bowls.,https://www.vegrecipesofindia.com/wp-content/uploads/gyathuk-recipe.jpg,Light & Savory
Momo (Veg),"maida, cabbage, carrot, onion, garlic, ginger, soy sauce, sesame oil, pepper, salt",30 minutes,20 minutes,Snack,Sikkim,"Make dough with maida and water and rest for 30 minutes. | Prepare filling with cabbage, carrot, onion, ginger and spices. | Roll dough thin and cut circles. | Place filling in center and pleat edges to seal. | Steam in a steamer for 15 minutes. | Serve hot with spicy tomato chutney. | Can also be pan-fried after steaming.",https://www.vegrecipesofindia.com/wp-content/uploads/veg-momo-recipe.jpg,Savory & Light
